,0
572737,0.00013617923470290145
825251,6.563377829269959e-05
5882,0.001262310952716328
120521,0.005454428969499128
180228,0.005122712970078972
799053,0.0006821279941427479
824022,0.004933449804063269
16835,3.162124988667319e-05
22928,0.0005187166312245349
46120,0.00011358244597056348
76057,0.0006584940766656051
114342,0.001474748627245122
137474,0.0006690499880012785
138699,0.001250242799518306
311674,0.0009587433610323988
327765,0.0004805812788871923
489676,0.0005821808546395496
6334,0.004450231037657601
5980,0.00010358849534508727
150629,0.000923505413887894
695189,4.1750054160192714e-05
804476,0.0006590127632916632
958533,0.0003033620918181574
28692,2.2769298002098792e-05
6143,1.2116824128649842e-05
175553,0.0028145484938135712
208404,0.0005253846266472407
404463,0.0011503161704785334
640675,0.001659379217221786
868092,0.0002251498456339536
749222,0.00011362617734328662
6232,0.00028945532078608074
752945,0.00010145660086764501
37730,0.00024993734063052204
6310,2.2694863921983343e-05
39258,2.6230199580711934e-05
47789,2.5775653649756066e-05
51992,0.0007649694748546861
78741,1.7356161111919976e-05
130173,4.969231617850096e-05
184043,9.469182142509724e-05
287917,4.54883313143429e-06
350840,0.00043582845281364127
387530,3.2714257196435304e-05
490554,1.4089516575820382e-05
612716,0.00021469205866784198
853492,2.8412639777455496e-05
898479,7.254645860474997e-05
936425,0.0003791091279483112
987491,0.000748643981089013
11707,0.00029108740262863176
6320,8.571498239345314e-06
43714,0.0009865789883605942
46925,0.000193989638025326
96964,6.836823954839014e-05
102399,6.153650080259423e-05
110161,0.0003223233325486719
130689,0.00019730514984275587
136871,0.00016202515144282545
277351,3.544068889323698e-05
481461,3.544068889323698e-05
674662,0.00014051167442157662
685647,0.0008329304352899027
796734,0.0011693298479758525
957296,0.00030814553619753327
60306,0.0009487729012602636
79016,0.005931651613413379
82584,0.0033944721430124655
162677,0.003135524481393494
172642,9.753326272840114e-05
184502,0.0024096819708860186
204901,0.0012964443166060431
211758,0.003120320667338102
212612,0.0008756318921617442
213590,0.00034665495066475927
244406,0.000279832802720532
742899,0.004069302046361
396372,0.0011550233781309985
6563,6.555174865815342e-06
21334,3.1969345069642265e-05
6568,0.0
816701,0.0001245727626081205
825168,0.0
46861,0.004655199606071198
6613,4.6165121280859686e-05
60679,0.0010291096539533692
815039,0.0017752968220204365
825208,0.001020416639302306
942252,0.0005703508774596251
6855,5.278077467018913e-06
197424,5.024436250529511e-05
6860,0.0
311680,4.356428816971221e-05
617613,0.0
619388,0.0
245039,0.00026361210275431925
7031,0.0
389979,0.0005300645822280671
778568,9.728108219690958e-05
36537,4.511619759732428e-06
7230,2.110525894461515e-05
89021,9.98251624544349e-05
209142,0.00019572612756826993
307135,6.144304065770367e-06
496405,0.0015442691894788747
805785,6.976423655483515e-05
821571,0.006674593586481636
842351,0.0001027584650349819
113480,0.00023671236171231148
7305,3.099608424760055e-05
152312,0.0002881024639750353
61479,0.0002008057002792463
7448,0.00015289764647979736
64145,0.00014903154377683266
82013,0.0012382421669982718
118544,0.0018854717852709371
144458,0.0016363222935653122
147200,0.0007860865707490789
162820,0.00042581114439112433
329468,0.00048287994347314604
524239,0.00044403013772793885
894335,0.0019885904312642545
41420,5.7956955957192236e-05
59819,0.00026073829912051216
101953,7.612523761939993e-05
118289,0.00049017457387391
477875,0.00150229584732831
500889,0.0005996073609505187
509356,0.00014940259228397366
569256,0.00016782446291856203
572106,9.122454587593554e-05
594665,0.001549517992726598
664849,0.00010543502168876729
746666,0.00011137747038892196
865016,0.0004137991359155377
894847,0.0002766481730998244
55128,0.00285290118390768
7729,0.0002245415432487118
58616,2.3675363262603008e-05
116984,0.0014034215257526107
502806,6.653056672931561e-06
773642,0.000271656624804303
50251,3.3361397907775314e-05
7731,0.0
88180,7.965118687125041e-05
798606,0.0006740574158322192
7920,0.00021829406163931638
139908,8.968643889782887e-05
418740,0.0033236501363613003
671953,0.00011956826877412526
891063,0.0004246043079782528
334740,0.00015181013779149024
7974,0.0
13393,6.679675459754846e-05
8125,3.0940918707636874e-05
59655,0.00017951402195566513
94224,0.0004142829606372986
128099,0.0091425700803718
149973,5.215509580623161e-05
170454,0.00011714698087847407
179764,0.0001357677616649711
414251,0.0030848710843953773
477377,0.00014948504641179044
542976,0.0001082867061123074
667169,2.4751029600701892e-05
751738,3.100878676753936e-05
772526,0.0005210414034086714
803242,1.0202449512063922e-06
806542,0.0016252570927153146
817011,0.00011789221097651793
894531,6.17979994420052e-05
59293,0.0003190547231106446
8245,2.245000726401635e-05
71336,0.00037842899630090516
328352,0.00018264924302590705
575051,0.0002587419675485013
65590,0.0002164154584455919
8549,3.211141544524632e-05
189678,0.00010388372230846069
325459,0.0007689790686255574
422405,0.0004985646680860592
545726,0.00012014108057923194
621944,4.66639106453252e-05
752314,0.0001853388753309414
780625,1.4774671987897567e-05
922911,1.5378554937605787e-05
39013,3.06529410123337e-05
8570,0.0
305363,2.29968109915926e-05
563834,3.5733847230080896e-05
690456,4.9558672686761446e-05
781766,4.8803906302684776e-05
808944,0.00024333379475869994
855836,0.00010325621588200374
178906,0.00023888844986525207
8591,0.0
219203,0.0005481456867399418
803026,2.6377202283310956e-05
11754,0.00011912864531989228
22257,7.060356771967138e-05
137084,0.00026896980167041276
159433,0.00011032064592663564
177454,0.00029523124939439003
228099,0.00012125628668092228
235923,8.31493598388307e-05
246960,0.0002127147251773566
290590,7.866481563235699e-05
302106,7.578143206450005e-05
354722,4.1388936702864685e-05
390477,0.00028081371928767633
484145,0.00020100399105947393
495338,0.00017435739672598595
545074,0.00018702701952426533
572499,5.7182745578506874e-05
776093,0.00013791301181344847
790833,0.0001441506202225206
874289,0.00014948946926320817
9084,0.0004047580420578142
121590,0.0011705160655305772
253142,0.0005759300838106979
567624,0.00011038269945784832
9218,0.0
590441,9.202772178721018e-05
9437,0.0
133057,1.223641497917715e-05
161808,0.00029362358310456487
162269,0.00012581514683622302
162487,0.00020298237094347357
227088,1.5184391858295424e-05
270491,0.0020205894239368138
286115,6.116537923263969e-05
340446,0.0
368112,3.859263389860105e-05
495861,1.6615252947274395e-06
749476,3.9226636705511794e-05
750131,0.0
834108,9.878440546796013e-05
858375,0.00011398154773047593
9441,4.153653075100664e-06
167320,7.746269256151832e-05
178122,3.9262049393432135e-06
420133,0.0002842820145480003
820115,3.125150964848971e-05
9490,0.0
393345,7.334824637914265e-05
564333,0.00019807887838088677
23290,0.0007802885157633674
9680,0.00046033852015004887
170690,0.0024187074187011445
242966,0.0003040853801967243
490416,0.0021742541411204847
494537,0.0001701998762210417
641450,0.00012337829415223054
748773,0.001537682878493942
9787,0.0
543595,7.131213874802431e-05
750742,0.0
782768,8.173164468485206e-05
813946,0.00013900165621897736
9970,0.0
12472,0.0003804783494698342
10412,3.527496230264164e-05
20050,7.993848055358405e-05
36106,1.6448838427744945e-05
38490,0.001328728498791466
77175,6.50855060126523e-05
107139,0.00032424465147722536
178536,6.611996110399085e-05
191947,0.0006763366007227085
265440,6.477640276393263e-05
307461,0.0013655232708792667
313284,0.0002422416117821079
317417,0.00011845726921355295
745964,0.00046768141265470127
798792,0.00023793382533397755
92942,0.0010629020785687241
10538,2.702645776392166e-05
127337,0.00037163578301008027
183858,0.000697162017624591
217622,0.00020206094195118784
238115,0.00384864083977561
531986,0.0037791097451493573
617196,0.0027490880683306326
645474,0.00012391819958565916
809266,0.0006838418466975766
852855,0.0021466849134731698
62823,0.0003850370600354196
10982,0.0001317919095399718
202545,0.00020722336350014972
385611,8.876319334134442e-06
11046,1.0982943668178355e-05
158309,0.00012681878018644922
225930,6.624788158868576e-05
680476,2.587508628286909e-05
792530,9.189233253996015e-05
15318,0.0001062007548899082
11052,0.0
81561,0.00014493369200690802
207127,9.426741166869966e-05
214162,0.00013349058777365787
251375,0.00023944017281852804
300749,0.0
396676,0.0001932449749289056
522768,7.273362355762894e-05
605375,0.00011277148418366111
792370,0.00012589526933963146
798248,0.00021298746362161182
944084,0.00026718290861352435
18258,0.0003991358005254369
11210,0.0
169536,0.00011682208947515176
11242,1.6444832294180316e-05
740833,2.2040967761562238e-05
11506,0.0
44994,0.000117714692019257
11608,0.0
129547,0.00035632865634999843
205180,0.0008580405718607018
369270,0.0007297659016219473
611102,0.0002328339788217494
617844,0.0007351015699981418
625739,7.130868177210656e-05
942529,0.0009491733298872949
11664,0.0
66570,0.00012262585562835396
67528,0.00017103217969495724
267354,0.0011660045305797366
743929,0.0009375917196911999
809058,2.902339368227368e-05
927627,0.0012889749444661219
325401,0.000795101321027564
473554,9.573021310311394e-05
490549,0.00022694893726133794
674150,1.1125126189291825e-05
686897,0.0009084835442758999
936190,0.00021670671805226326
68780,0.0001867801586363666
11910,2.058712509238469e-05
175196,1.3166232020442419e-05
184187,6.473001966079248e-05
201760,0.0001292097784470458
248392,0.0003402775961892145
341137,1.5623778463323574e-05
12128,4.6857724195868376e-05
127063,0.00014530410435323215
155563,3.470261125396204e-05
308871,0.00047675502367905843
478246,3.883495551231719e-06
651156,0.00024051445639365724
762731,0.0002063490987398268
767016,0.00036381022042898306
117844,0.0002107702396499368
12180,1.7838047562199897e-05
200791,0.0006022312204573715
320761,0.00015536329012602593
410219,0.0012032581443091688
471156,7.416855365368861e-05
573100,1.4331277453019585e-05
791483,7.886563324606416e-05
238495,0.001001870325347305
493122,0.00015219019455810188
543055,0.0003259523072819291
596922,0.00020746779619251987
631774,0.0025687446205486927
751019,0.000673317868300326
925181,0.0003289378958012038
12491,0.0
12570,0.0
573978,0.0001272347725178461
152023,3.7152998102683205e-05
12595,0.0
16759,0.00043638881330134176
12644,5.65017285298747e-05
39656,0.00045525874312865307
160198,0.00017356080317641685
172350,0.0007966023853486477
301955,0.0001386763907176801
770629,0.0007166477584594975
47421,1.4952495467137772e-05
106298,3.555490981695846e-05
165663,5.964212482888242e-05
193320,0.00010361562765402206
299471,0.00022599857240317958
745241,0.00018397178225673652
897214,1.0460477034178477e-05
12877,1.942673748621925e-05
34899,9.312744275167898e-06
12972,0.0
51376,0.0002651431236134679
167287,0.0001210399142383559
219483,0.0003797368380837416
290812,0.0010372447500042875
364399,0.00045332128512198035
809357,4.598745917958087e-05
842802,0.000815405200455397
990384,0.0
71970,0.00024598248169952565
13038,0.0
90389,0.0
673114,1.2661571184106212e-06
781172,0.0005479401939066334
13101,0.0
81017,0.00011232594298471931
147638,4.69117753010022e-05
186927,0.00012418622631359962
300245,0.00018805756224589442
675495,0.00023186461165206494
826364,1.2131923507983647e-05
840000,0.00026865670375033994
667794,0.0006131247074860932
13377,1.7574827213053823e-06
934721,0.0005509770638230239
14651,0.0007349944542841311
70715,0.0010159049093926488
144847,0.0008265555168201944
629609,0.00022645982881400555
664378,0.0007051022139228493
765722,7.42116763666823e-05
814606,0.0005374857123386422
868456,8.144692091917675e-05
934069,0.0012073423319012503
944310,0.0009148005478773279
31685,0.001118002103162668
13387,0.00015038679751620555
96613,0.0002677325152096862
117490,1.114089975913482e-05
147635,0.0002456096776028101
159214,0.0005630783735757499
166785,5.609313351665792e-05
174557,0.0014710992890534685
182900,0.0004965083209884488
184091,0.00010031365178010604
204386,0.00044893569282273877
248798,8.715102632346207e-05
285272,0.00019283217728871112
294923,0.0005172203620559504
359016,0.00015987821272187542
359966,0.00011894589708745136
688400,2.1256211138650574e-05
791120,0.000516776542216352
812046,6.452932791212319e-05
816387,0.00010680512599644002
855405,0.00018185428808276496
962339,9.813678543123174e-05
31067,0.0012268215236937714
677781,0.0008185589291470597
766893,0.003287697885614213
772976,0.0005342855245028331
814898,0.00026565846816244484
15694,0.00010490239093907546
13508,4.450561595078778e-05
29791,8.28679291770827e-05
29884,0.0005278029746137924
31556,1.172438529456056e-05
36521,0.00019710989959545499
79044,2.9022496271090406e-05
112185,6.881014901151564e-05
145128,0.0002811808790936948
212131,0.0001444808155397332
240665,0.0001144241802860992
326249,0.0003560259283149003
575522,5.602835628606487e-05
793425,4.5415363805274085e-05
815537,2.639258315897775e-05
954964,5.4794690220920685e-05
13511,0.0023103841468753244
608701,0.003569738869507942
797881,0.00012776350478363747
13583,0.0
21744,0.00012676968182274954
103484,9.69413732465714e-05
600069,0.0
774588,0.0005926394586405592
848034,0.000202509033535028
31274,2.550388812358445e-05
13755,0.0
199995,0.0003895715571835304
253861,0.0
404434,0.0005887345024621775
798992,0.0002541392976668467
140176,0.0002654655289572116
14073,3.802538281219138e-05
61480,0.0001582231460170561
14201,3.8943459479041494e-05
131581,0.0004438734666355812
162233,0.0004736642448863601
781094,0.000703968557772877
111794,7.626277243149127e-06
14263,4.012005122336328e-05
161173,2.4019601396351608e-06
227776,4.1702072696415214e-05
398615,6.569493338414597e-05
607283,0.0008174628974256246
32071,0.0005018352710059954
14329,0.0
98189,0.0008027199458079474
193160,0.0006087815641883768
380704,0.0010773282340453415
549797,0.005328330124524205
747506,0.001175779643321194
796741,0.0005809434771775532
848784,0.005594928090233221
857203,0.00023697400829144434
14699,0.0
44764,0.0006464424321736488
75747,0.002105360791673375
97182,0.0001250695325085144
14724,2.6842483524067734e-05
936946,0.00028544377678970626
14757,0.0
79960,0.00016318622247290355
150048,4.955694913592752e-05
203008,0.000228985100538806
303626,4.048828439776526e-05
825924,4.277480692992326e-06
887619,0.00014315888642737568
14822,0.0
128440,8.638102001258694e-05
128495,6.283121332361186e-05
758453,3.997391712741921e-05
891264,3.6131961024738206e-05
923033,0.00012042918879839805
16281,0.00011227877486045114
14931,0.0
58549,0.0007162101934756217
14959,0.0
15158,0.0
49774,8.58909674019863e-05
61044,0.00043672932975422025
96379,0.0002475669179333851
467203,0.0024688624240499072
69986,0.00021992338246048254
72205,0.00013117833463346034
159699,0.0005268090657154963
294085,0.0001295131865851907
637150,3.9622886131082135e-05
806247,0.00017811502583820577
15405,0.0
16438,9.465904330128448e-05
64303,0.00023344561420383144
73421,0.00014217394219127142
154530,0.0002125312120659666
180263,7.73742114552173e-05
314600,0.0005432129391657238
343930,0.0002748863181110887
475932,9.236550998481816e-05
478426,0.0001527739873636377
485191,0.0001031087873612135
501692,0.00011948487506498794
569914,0.00041554450073983036
684240,6.419441334810714e-05
764181,4.630427431399423e-05
790732,0.000208556280364531
866786,0.0011796963550016045
939567,0.0006988051548297719
78044,0.0010262819328251628
15856,0.0
16132,0.0
16186,0.0
572579,0.00027827350036802777
16227,0.0
38466,0.00046407405733431934
16235,0.0
44703,6.766605763072362e-05
153590,5.649445799777383e-05
179205,0.00010221013540244717
232564,0.0004165302821857742
295545,0.0005622164107527703
626268,0.0003507699448334527
696015,0.00016059456719536708
888730,0.0007443830502502898
29067,0.00013599637179896208
423267,0.0006937348855961967
483587,0.0005982619807275021
582313,0.0008526768857880162
47033,0.00012774122803086663
16574,8.024084890867184e-05
129761,0.00014843103470011182
301619,0.0008126026625525382
334193,0.0006930015472437752
798662,0.0006008852627913492
131841,0.0003416433849619467
16925,0.0
793227,0.0010580733339361386
93322,0.0005802687961246132
16944,7.338716938300166e-05
138063,0.00019769041668633188
160848,0.0003047908529035304
328014,0.0007713393411482322
641994,0.00022138231449755411
751592,0.0005137323976954875
785380,0.0012704713682346268
836312,0.0002770550804984786
17021,0.0
263937,7.250434153557454e-05
540883,0.00019954870926635381
817754,9.505894855793193e-05
845775,1.1219375442153504e-05
864209,0.0002023022401863883
17387,2.180071907652362e-05
70027,2.431972067765968e-05
104455,6.227765279259818e-05
120953,5.0701799658174504e-05
501081,9.307332056859736e-05
564726,4.5721335633289714e-05
784814,2.0171679764979898e-05
40225,0.001081590916873276
17748,0.00033700453302888136
418955,0.0007063452463918921
491220,0.0008253005153052023
575012,0.00017329559048037628
597309,0.0007662936110429458
801573,0.00033129424761907
806877,0.000934500206279733
830375,0.0002285275403026576
33161,0.009410407708033558
17877,7.127450967323062e-05
590285,8.612833124956993e-05
607448,0.0011507212130981062
766094,0.000179512312443275
944349,0.0002284919337703805
17882,0.0
17929,0.00012777572882737579
162930,6.254349780901583e-05
164093,0.00036879538854895315
185948,0.00020964163956013645
260038,0.0010424248139484843
368367,0.0001874991532072842
378624,0.0009348851459264327
29867,0.00022172457546558468
17937,0.0
171728,0.00032915916101555905
273531,0.0007569673901489192
314113,8.739211211479942e-05
81796,0.0014676699795402345
18137,1.801586847042533e-05
119629,2.3507204808055752e-05
290464,0.00013785260007060355
764702,0.0008460759572323531
845443,0.00010045699494864134
305501,0.00023868562324480986
18176,0.00018703530426021132
103162,8.553637100181713e-05
213212,0.0002159494848025621
302685,0.00034788595385194234
384675,0.0006193365867921979
834673,0.0001352676283690276
489520,0.0005099338254986189
18513,0.0
18691,0.0
671244,0.00010301041581434871
766533,0.0
78886,7.503531383957763e-05
18828,0.0
80720,8.37890463731211e-05
137390,0.0005039089861475696
260212,0.00016973633048849557
482677,4.544693105772224e-05
567570,4.232380796602694e-05
789340,1.9384378730450596e-06
831215,0.00018137586934236692
895443,0.0001479754580929996
18862,0.0
53739,0.0009286489207669808
98081,0.00048252553691318945
106987,0.0003079205879127416
131681,0.00027785072427829067
314155,1.9592026476112503e-05
330575,0.0003044923991714414
344275,0.0003724676889972773
745915,0.0001755392830962121
753985,0.00014321797933249223
794449,6.04649306215954e-05
822777,0.00018448210634226816
19029,0.0
19133,0.0
132449,0.0002171979450613987
232701,6.500114310394445e-05
362437,5.922607164014109e-05
409968,0.0001045412105618562
671156,0.0001178250734726848
815236,0.00016494016086367368
837946,5.157520522453319e-05
838300,0.00010717717982008107
52900,0.005677041332891166
87985,0.0010087169097150704
274321,0.001606787348232101
814852,9.541189356089009e-05
823012,0.00026371185007945005
19392,0.0
19701,0.0009282397281816448
34988,6.441101671167348e-05
44906,0.00021004344555100474
46527,3.5140811310935537e-06
188190,0.0
423305,0.0003332035469781536
633181,0.00015453757932417156
751604,0.00011743815217835138
179379,0.00026623807166083386
19435,3.381029636641786e-05
188202,5.62365325170735e-05
224638,0.0003518044225998577
233066,0.0007422445733665932
307025,0.00017200395178244406
504928,0.0002790618059169969
614339,0.00018763959170320284
763301,0.001144137462493723
608945,9.947272300589444e-05
19740,0.0
19831,0.0
781370,2.2903899844447874e-05
19892,0.00018488886339929734
154998,0.00013990844442053672
257544,0.0004006944139639701
749734,0.0006797198170484538
855423,0.0003187679567839439
341422,0.00010213064248970013
19953,0.0
591104,0.00017616019408685422
688804,9.891882813042222e-05
20028,0.0
28166,0.001276557965257369
59156,0.0011098784284042562
76881,0.0018576474474960533
276085,0.0028669333965552976
81194,0.000906249405301855
20278,0.0006458528442455338
100854,0.00041961704576460896
108826,0.002377703137588068
148477,0.0001618167955267444
164594,0.0009221244294713455
168958,0.00014679170930659058
198162,0.0005564698730179716
233228,0.00027989316965823454
457807,0.0003002047844464853
838195,0.00023440892338464278
611877,0.0001228923990231161
20319,2.2536377789576243e-05
750203,0.0010510791243018263
74970,0.0023224503419427395
20403,0.0002061277367746734
246022,0.0008014431878709185
287604,0.005735454448713108
120010,1.5156476405144702e-05
20729,0.0
163420,4.0205520198753755e-05
206407,0.0005262128566352434
475334,7.469765893321064e-06
479350,6.785416364114997e-05
486047,2.345871332435505e-05
604075,0.00010432723494484025
786613,0.0006292415574462455
1416172,0.0
20740,0.0
129817,0.00012913282939928418
165830,5.6123313992888986e-05
181376,0.0005880839543384284
352171,8.668809317927118e-05
681340,0.00019084379152735378
697350,1.2540246301711313e-05
788508,2.384906080577657e-05
798477,4.98479078766383e-05
20760,9.85008661115252e-06
80780,0.0001438271141217836
85410,2.3745321741032383e-05
142050,8.616835303127884e-05
174122,0.00015225456888267293
177060,0.0008267938099532288
307875,0.00031978234601060136
345355,4.4241691230871924e-05
852997,1.7021836495259434e-05
69534,4.2523927658203325e-05
20812,0.0
222436,3.714257912433374e-05
251595,5.430575466497421e-06
297702,0.00010610424752391098
20862,7.64315857365398e-06
520975,5.986215965724531e-05
680522,0.0001392226973046469
20919,0.0
97529,3.854425945987298e-05
20971,0.0
226380,1.1095703612624337e-05
680003,2.699809720543236e-05
789775,0.00010935860000974602
798326,3.025076434395591e-05
800100,0.00013083094839225424
928942,0.0009179481761978063
961688,0.0
189644,0.0002394859861497648
20984,8.566452347975255e-06
21008,0.0
281254,0.0
393789,2.0579135232881883e-05
510805,8.9148107801665e-06
530745,0.0003604644378405739
583959,0.0010687523986480324
592954,7.325069534898292e-05
681171,0.0
787960,0.0
936206,0.0001417754901185296
941579,0.001113949677144858
21009,7.788506165798158e-07
140816,0.00012561794086198225
252184,0.00011844586647557065
337631,0.00047940417275803006
467853,3.3780735878123e-05
21292,2.243310064961358e-05
887348,0.00013905508116630937
21492,0.0
194703,0.00042580662305406064
756656,0.0007004390964096713
21578,1.7103923927258603e-06
191063,0.00012231596963171388
308932,0.0002598742114848296
672011,0.0004744709619204051
46794,7.03449750624527e-05
21670,0.0
99246,5.7578963666161575e-05
162197,2.9342067332876113e-05
169795,3.4380260236169676e-05
377581,1.7335624650888017e-05
570061,1.711652173939729e-05
615489,9.525781077297055e-06
925528,8.469880192300888e-05
528221,0.0008511768912879464
21747,0.00011709702609814923
94210,0.001016487289204802
397042,3.974210008884675e-05
502199,4.42469435093091e-05
548338,0.0006078243942252006
674332,0.00026354874416891297
678408,0.00021964688644438
22020,0.0
228299,0.0
