,PR,CB
690254,0.010162051962351783,0.002094886632944408
744265,0.003077752396983917,0.004208513370270943
767068,0.008733072671690378,0.0
816890,0.14463125485571016,0.005039314448134551
921965,0.015778288092054466,0.0
923384,0.003203627358992321,0.0
532957,0.37692235874544994,0.0
3829,0.30812215243693725,0.00980714845243575
805930,0.20955048804689885,0.0
4358,0.0,0.0
4451,0.0003484200185838624,0.0
123007,0.01563568872001837,0.0
490141,0.030600910989436434,0.0
42234,0.0025037181217714287,0.0
4458,0.0,0.0
536122,0.02581162950616371,0.028041879702048054
4553,0.0,0.0
31380,0.014138467338383321,0.012119568307506125
4852,0.006446999698733749,0.02175313930854199
122754,0.016302391061024317,0.007926427749006893
145443,0.005351075377012003,0.0
237205,0.06401909821573704,0.29346272683403746
661524,0.06252882673996286,0.04891622279037266
664817,0.015445017378879027,0.01860333729422729
806336,0.017747711846743865,0.0045925498675311064
100160,0.29169032901148123,0.0
4955,0.0,0.0
577627,0.2706707008384626,0.009430785823124163
1190,0.0055598371842242545,0.0
5307,0.0,0.001523604632134624
74195,0.014580031754381386,0.0006051413491663818
101946,0.046752982537754444,0.0020272325171454275
134600,0.0074557557762193185,0.01168183301198119
164053,0.010991990327490994,0.0
165011,0.05987567234787569,0.05933076037599752
170770,0.004831960534988838,0.009397556614946291
279337,0.017432559996442904,0.05437292007728075
290072,0.032480252915491156,0.016158053455857038
316834,0.26139327070171664,0.08611455858773215
361393,0.1007341514627662,0.2132990548359617
411761,0.08038979653189364,0.03319340433348886
568861,0.019236647490857916,0.0
614823,0.0020588284016938205,0.0
622805,0.1954513012289281,0.10389699130704969
866491,0.004222178724187452,0.0
887806,0.000475360504151872,0.0018582262849765434
927555,0.1504095803480728,0.035774347291667584
933172,0.0233763663282118,0.006468731819614749
22124,0.04832320127132964,0.0
5441,0.022719971235811206,0.0
98465,0.06723984915869623,0.0
105422,0.008840959044455176,0.0
163386,0.0013603001177099944,0.0
246611,0.06814851615901325,0.0
260206,0.025602535039916875,0.0
287259,0.010680734748235315,0.0
315403,0.038202293834462726,0.0
371258,0.015243982498107983,0.0
386253,0.008825566145055209,0.0
406294,0.013794027456362197,0.0
424244,0.021447223430402958,5.3348224135405987e-05
490952,0.024103761646562347,0.0
501407,0.07601162789555589,0.0
561715,0.008482019964520618,0.0
588450,0.001447163807649003,0.0
673208,0.005264364066280841,0.0
749970,0.026182367125128406,0.0
751910,0.006203899136812768,0.0
925852,0.0180776678777485,0.0
957085,0.011698477265235705,0.0
5501,0.0038456121937736412,0.0
223627,0.0024466760217315784,0.0
280956,0.010700154797607036,0.0
351733,0.017703801624225197,0.012025431388635323
357406,0.061244435238878875,0.0
388198,0.0006808751635481607,0.0
506513,0.013114392198036548,0.0
572737,0.010191882447854343,0.0
825251,0.004906727531173034,0.0
5882,0.09626749200772217,0.0
120521,0.4178112360515385,0.10698688745716538
180228,0.3682454795219016,0.1427001762772634
799053,0.04825398827550786,0.016912160449844435
824022,0.3445542730721458,0.15348771846926876
16835,0.002362729015284072,0.0
22928,0.03906026837511332,0.0
46120,0.008497690655514614,0.0
76057,0.04967969773759365,0.000642630778867663
114342,0.1128956006393082,7.083209591087518e-05
137474,0.02840671689683683,0.04114271379199098
138699,0.08756845621061607,0.033991687156906515
311674,0.07272952520491761,0.0
327765,0.02149957575117811,0.028751354100504056
489676,0.043884924430098386,0.0
6334,0.0357465910909561,0.354653301700296
5980,0.004743999218933865,0.006111469945055078
150629,0.0700140870222261,0.0
695189,0.003120040484548809,0.0
804476,0.04973970363328167,0.0
958533,0.022764309284408278,0.0
28692,0.0017010805946389212,0.0
6143,0.0009048301035313411,2.1339289654162394e-05
175553,0.2102162322030976,0.048901501085817534
208404,0.03956669664552453,0.0
404463,0.08755294835914454,0.0
640675,0.12746765453210104,0.0
868092,0.015261605287488718,0.007087867054727392
749222,0.008500968245685291,0.0
6232,0.021715922484752192,0.0
752945,0.007582355301001258,0.00029169053172102284
37730,0.018739356924870415,0.0
6310,0.0016955177124199946,0.0
39258,0.0019597476519791174,0.0
47789,0.001925773398821353,0.0
51992,0.057839216233046366,0.0
78741,0.0012965595928311994,0.0
130173,0.003714035375032635,0.0
184043,0.007082292613158516,0.0
287917,0.0003397446948402302,0.0
350840,0.012230703153499074,0.030229348802017986
387530,0.0024444396150059564,0.0
490554,0.0010524777474914266,0.0
612716,0.014346101273183665,0.007181637701700386
853492,0.002122877068098596,0.0
898479,0.005424098028696385,0.0
936425,0.023035961118943737,0.016474671613165754
987491,0.046830422935063315,0.030633423077542847
11707,0.020479943306523894,0.007387266944304592
6320,0.0006152874048862937,0.00017678916677252754
43714,0.06429898432551709,0.03628254398430267
46925,0.007118175399526536,0.01262481681761419
96964,0.004947335811871861,0.0012731300368501138
102399,0.003790262336625845,0.002599426168686258
110161,0.02230955388200696,0.009127582331279476
130689,0.014246855174723698,0.003842835755269288
136871,0.009439166520387877,0.0075723279777248145
277351,0.0026482731984719572,0.0
481461,0.0026482731984719572,0.0
674662,0.010516844658221359,0.0
685647,0.062296065655731904,0.007988037482276895
796734,0.08586109525008007,0.02015847758161722
957296,0.022927294266552958,0.0027741076550411112
60306,0.07196085310870695,0.0
79016,0.49310435592777413,0.0409162698005659
82584,0.2695863180479403,0.004762580772794449
162677,0.24788019785557996,0.002597922822324518
172642,0.0072951366432524025,0.0
184502,0.18605378263128367,0.013150045071487428
204901,0.09597591956043787,0.019818083257607418
211758,0.24697184421191962,0.0
212612,0.06166461470391213,0.02263861020623687
213590,0.02502071394320502,0.006891150563525884
244406,0.02099078766369661,0.0
742899,0.02982182503624398,0.32251551460632366
396372,0.08791849338060144,0.0
6563,0.0004896101867119283,0.0
21334,0.0023887514733227405,0.0
6568,0.0,0.0
816701,0.009321537712117389,0.0
825168,0.0,0.0
46861,0.33982355278655907,0.11697429848490803
6613,0.0034396973694540227,0.00026360298984553544
60679,0.07816227223021549,0.0
815039,0.13666924584994125,0.0
825208,0.07749036444776451,0.0
942252,0.0429848072032537,0.0
6855,0.0003942151764083362,0.0
197424,0.0037553279047446517,0.0
6860,0.0,0.0
311680,0.003255712525006409,0.0
617613,0.0,0.0
619388,0.0,0.0
245039,0.019352355859670604,0.003863039053569693
7031,0.0,0.0
389979,0.039922202701124586,0.0
778568,0.007276245771978033,0.0
36537,0.00033696509665806913,0.0
7230,0.001576720558043683,0.0
89021,0.007466829960271377,0.0
209142,0.014662210098267547,0.0
307135,0.0004589190664723729,0.0
496405,0.11829841014748446,0.001103518243369679
805785,0.004944942927650576,0.0016477278952566963
821571,0.22332875633518315,0.46295709128580187
842351,0.00727810529499742,0.0024477420485656863
113480,0.003757338271761637,0.01731094966454583
7305,0.002315994382516482,0.0
152312,0.007182289496863499,0.020316692364019544
61479,0.015043712567208796,2.6599394666953118e-05
7448,0.011446121674993955,0.0
64145,0.011155724928815036,4.0168074643129214e-05
82013,0.09439156387911209,0.0
118544,0.13897436341142097,0.034066616718883364
144458,0.11927223987786974,0.03288558493778291
147200,0.05945700215369968,0.0
162820,0.03200756143163603,0.0003771317545407064
329468,0.0363374333496159,0.00014665531419184155
524239,0.0333838917432686,0.0004849956294274453
894335,0.14787149231175903,0.03209232524333004
41420,0.004332296753259608,0.0
59819,0.019520142283055902,0.0009522284421166219
101953,0.005691990993454859,0.0
118289,0.023143454750147403,0.028370245851816304
477875,0.10033691439173766,0.05124880914703489
500889,0.04520755757402147,0.00015966533791010322
509356,0.011183862864969933,0.0
569256,0.01249628898208198,0.001253325076491173
572106,0.006822594883097574,0.0
594665,0.11852960972340298,0.003359208522490199
664849,0.007334534058562451,0.002875043221376099
746666,0.008332437425320274,0.0
865016,0.031106677858428328,0.0
894847,0.02074750038916505,0.00021464814887422174
55128,0.2118172536031147,0.053536379542481645
7729,0.016828495107437513,0.0
58616,0.001768797036171481,0.0
116984,0.02541445952200497,0.1029366633953043
502806,0.00049692179409236,0.0
773642,0.020374823300907008,0.0
50251,0.002492819607919371,0.0
7731,0.0,0.0
88180,0.0028050153955375386,0.005246954750258753
798606,0.05088618531574809,6.569153873928423e-05
7920,0.016358652655640103,0.0
139908,0.006707400250074329,0.0
418740,0.2642899570195298,0.0
671953,0.008946359605321925,0.0
891063,0.03192451954159159,0.0
334740,0.011364515042975202,0.0
7974,0.0,0.0
13393,0.004993761147442395,0.0
8125,0.0,0.0023118704930493446
59655,0.013444291300231876,0.0
94224,0.028767570718306604,0.011539407640062786
128099,0.3710765375112895,0.592848494138807
149973,0.0038982543882802936,0.0
170454,0.008754073979811535,0.0003986471816442317
179764,0.009990988757983524,0.00180444515274952
414251,0.1381962864431811,0.18491439329224163
477377,0.011189212191594517,8.786766328184516e-05
542976,0.008001845321725421,0.0012323681969074712
667169,0.0018491913969555472,0.0
751738,0.0013736722352143045,0.0018644830748320643
772526,0.037701964713681674,0.010207489969999707
803242,7.619621924474452e-05,0.0
806542,0.07304971018772773,0.09707653544763034
817011,0.0016020698876385556,0.008667455005003882
894531,0.004606881324578354,0.0003336447416951453
59293,0.01408349346862724,0.019226438806070775
8245,0.0016760705524753788,6.067052940889309e-05
71336,0.02816962113889379,0.003484834514454009
328352,0.012894912038447637,0.004489383147754099
575051,0.01940220928892191,0.0
65590,0.016217390481878095,0.0
8549,0.002399372271119177,0.0
189678,0.007770899589772531,0.0
325459,0.058146300579307426,0.0
422405,0.03753043172431613,0.0
545726,0.00898929930147115,0.0
621944,0.0034875262162240247,0.0
752314,0.013881805468517949,0.0
780625,0.001103670126261845,0.0
922911,0.0011487910169327438,0.0
39013,0.0022903428898994917,0.0
8570,0.0,0.0
305363,0.0017180840142171185,0.0
563834,0.0026701913414967663,0.0
690456,0.0037040390783162503,0.0
781766,0.003647584669819151,0.0
808944,0.018242335023463577,0.0
855836,0.007723883914886789,0.0
178906,0.017907811421883447,0.0
8591,0.0,0.0
219203,0.03533039771060608,0.02075648476646544
803026,0.0019707352185712197,0.0
11754,0.008535843255591535,0.002532861250744141
22257,0.005275689837502996,0.00016423971483377418
137084,0.020172442989709057,0.0
159433,0.008173977235492529,0.0011096177730500372
177454,0.0036047569882163544,0.02181842639129892
228099,0.009072900728671202,0.0
235923,0.00621787570737225,0.0
246960,0.015922162829975633,0.0006205005210558421
290590,0.005882111760375544,0.0
302106,0.0026781598760716135,0.004986917977999595
354722,0.0030930363147335053,0.0
390477,0.014978567695455075,0.014678867783061654
484145,0.014979165951264731,0.0014420757214327591
495338,0.012047265977218842,0.004966496873302242
545074,0.013919537145928541,0.001486533593752577
572499,0.004272640776185041,0.0001129727099338009
776093,0.010269562919067892,0.0009886161994479654
790833,0.00946342573535894,0.005139563656577333
874289,0.007182501803268163,0.008547595475551454
9084,0.030384393325428017,0.0011309542130562367
121590,0.0622780916021778,0.0613459562375603
253142,0.04335895464903977,0.0013464075615126272
567624,0.008256811392954078,0.0001035583174393175
9218,0.0,0.0
590441,0.006882749965061172,0.0
9437,0.0,0.0
133057,0.0008402777221192351,0.0003593578933587749
161808,0.004513802976507336,0.021516642449479102
162269,0.0034318977398864765,0.008752744871320554
162487,0.0028806180881336416,0.014911875156387498
227088,0.000759753142393711,0.0008418860649359705
270491,0.09969714482938352,0.11332936815711353
286115,0.004570754313010722,0.00011108793302075931
340446,0.0,0.0
368112,0.0025260474227336714,0.0013883811172402205
495861,0.00012409098562715537,0.0
749476,0.0029258644724726355,0.00017507412981698455
750131,0.0,0.0
834108,0.006024287311750027,0.004259579242829393
858375,0.0018618844157351471,0.008314593105823193
9441,0.0003102274640678884,0.0
167320,0.00579211517724499,0.0
178122,0.00029323881722607547,0.0
420133,0.021241360009674925,0.0016906928792813447
820115,0.0023350887520294755,0.0
9490,0.0,0.0
393345,0.005170530020072152,0.0018154086860195503
564333,0.01483901048585094,0.0
23290,0.059012693008377984,0.0
9680,0.03314802536267225,0.009516140530092101
170690,0.1885754231758161,0.0
242966,0.022818848586604507,0.0
490416,0.16868213785499261,0.0
494537,0.012744859021161315,0.0
641450,0.009231985135448921,0.0
748773,0.1038491112436934,0.05032795435084214
9787,0.0,0.0
543595,0.005331708776843707,0.0
750742,0.0,0.0
782768,0.00544015914319795,0.0027710894552169744
813946,0.010403578055400622,0.0
9970,0.0,0.0
12472,0.028532199465568717,0.0014020405815411514
10412,0.0025772417783618182,0.0005498005216778311
20050,0.005977467997848934,0.0
36106,0.0012287624714033703,0.0
38490,0.10053724125721243,0.009380870116209467
77175,0.004865697594966601,0.0
107139,0.024339466141703795,0.0
178536,0.004943111592184318,0.0
191947,0.014727246911235727,0.048547645807180066
265440,0.004751762029441061,0.0009228210316796693
307461,0.06609400223397294,0.07769839600576449
313284,0.013544250125834403,0.011994400330855125
317417,0.008863077944514028,0.0
745964,0.033852135280858855,0.009071667271572452
798792,0.01778565700915927,0.0011927104176257133
92942,0.08077620450610834,0.0
10538,0.0020192637552222856,0.0
127337,0.027918120109530677,0.0
183858,0.0524588862372176,0.003338596111722338
217622,0.015135198031671711,0.00021151001804272726
238115,0.3060955212760859,0.018369350323510582
531986,0.2966903240748375,0.03173266795834333
617196,0.20139393562191202,0.05838525932871935
645474,0.009272462909223574,0.0
809266,0.05162414305989271,0.0003636268954518223
852855,0.166411209879843,0.0004456145780722147
62823,0.028931098608361523,0.0
10982,0.009862848763747309,0.0
202545,0.015526310187282193,0.0
385611,0.0006630017678099246,0.0
11046,0.0008203792938684159,0.0
158309,0.009485102120049894,0.00026153626125752086
225930,0.004952684763558472,0.0
680476,0.0019332052788397158,0.0
792530,0.006872609675184531,0.0
15318,0.007284508679782409,0.003145323626606658
11052,0.0,0.0
81561,0.01084857169471493,0.0
207127,0.007050502952930028,0.0
214162,0.009990238145083045,0.0
251375,0.017949327395321905,0.0
300749,0.0,0.0
396676,0.01447577515558849,0.0
522768,0.005433497373498767,0.00020980966352359881
605375,0.008436911300321533,0.0
792370,0.009420693603187253,0.0
798248,0.011681971376723763,0.010796042409293317
944084,0.020037858059579708,0.0
18258,0.029984444636643365,0.0005345731154050081
11210,0.0,0.0
169536,0.008740508503073648,0.0
11242,0.001228463128633356,0.0
740833,0.0016466488851175757,0.0
11506,0.0,0.0
44994,5.8167649512729076e-05,0.008806966695851553
11608,0.0,0.0
129547,0.026759437558008824,0.00013613148150440555
205180,0.010216985230952876,0.06384957925103318
369270,0.055144903371773864,0.0
611102,0.017452273667832953,0.0
617844,0.05555305824470062,0.0
625739,0.0050612905652292475,0.0016636930554245312
942529,0.06708621005527708,0.02399267807400581
11664,0.0,0.0
66570,0.009175574486118826,0.0
67528,0.0033857461820302514,0.0123321274200053
267354,0.08877149890675945,0.0
743929,0.06625632936553155,0.023716638263501184
809058,0.0021685306675377105,0.0
927627,0.05127399757390645,0.08168224158479309
325401,0.023356514938759083,0.054799059226786635
473554,0.006190430160637243,0.0035791727046407926
490549,0.007799527508933872,0.015058926817712714
674150,0.0005668356820799023,0.000607473143943965
686897,0.023847587608185727,0.06384923039453524
936190,0.015880110035314424,0.003279312950908537
68780,0.013990075102704318,0.0
11910,0.0005086080656819485,0.0014511243561630925
175196,0.0009834949247771272,0.0
184187,0.004839095162258311,0.0
201760,0.006758015520595652,0.006888219992057039
248392,0.025549545475896322,0.0
341137,0.0010409906966171846,0.0005272059796910709
12128,0.0033934899608290734,0.000859731121484537
127063,0.010876361068315351,0.0
155563,0.001962266883871565,0.0016930652645332429
308871,0.03533299212122535,0.0056436955281422944
478246,0.00029004876391868487,0.0
651156,0.01803016704756132,0.0
762731,0.015460591758776291,0.0
767016,0.027326805442399328,0.0
117844,0.015649131129501705,0.002012071677284181
12180,0.0013325679706552478,0.0
200791,0.0350836322259098,0.02815691643605455
320761,0.011628406675233387,0.0001941642364171607
410219,0.08875037589804896,0.019348732644185275
471156,0.005545517806256307,0.0
573100,0.0010705411373681554,0.0
791483,0.005109988107557955,0.0029307620886337817
238495,0.0752398865391628,0.008643802053589717
493122,0.011057877375273839,0.002686239991759266
543055,0.02082882259658061,0.012623209749082258
596922,0.015543530298846947,0.0001036081290398174
631774,0.19970892215904526,0.009000814477876196
751019,0.05083148413048312,0.0
925181,0.024693621315157448,0.0
12491,0.0,0.0
12570,0.0,0.0
573978,0.004514731891717153,0.008364313913560751
152023,0.0027762977564322,0.0
12595,0.0,0.0
16759,0.0328168194482745,0.0
12644,0.004223422502406844,0.0
39656,0.034246338675428055,0.0
160198,0.012997219099226884,0.0
172350,0.060263066410180095,0.0
301955,0.010378664371759617,6.27626166298894e-05
770629,0.05414174429343654,0.0
47421,0.0011169566427533131,0.0
106298,0.0026568129643993778,0.0
165663,0.004458380474311572,0.0
193320,0.007750812588655272,0.0
299471,0.016938084632711126,0.0
745241,0.013777838210177343,0.00011506479715479722
897214,0.0007813469316253249,0.0
12877,0.0014512847018951058,0.0
34899,0.0006956044960172694,0.0
12972,0.0,0.0
51376,0.019806762834515355,0.0015722474205024835
167287,0.00905668013850087,0.0
219483,0.028530411144538345,0.0
290812,0.07877852174471521,0.00029720796496075417
364399,0.03393072992851149,0.0028691812731374707
809357,0.000896314055498105,0.0033166155453079977
842802,0.026350509357436235,0.055074032628558686
990384,0.0,0.0
71970,0.007918477349640251,0.016591880641170266
13038,0.0,0.0
90389,0.0,0.0
673114,0.0,9.456234238903335e-05
781172,0.041280612063380843,0.0
13101,0.0,0.0
81017,0.005414437070517519,0.006407772352214662
147638,0.003504188050541717,0.00010878853549180827
186927,0.009270515431241255,0.0005990637179062108
300245,0.006643044461426762,0.012381139850348428
675495,0.007814164839249446,0.015465025267684293
826364,0.0009062193376296923,0.0
840000,0.009808843870252684,0.01751542787721861
667794,0.017116225416363255,0.04260345806920876
13377,0.00013125775908921276,0.0
934721,0.041419964994918484,0.0020270663275328503
14651,0.05111438237958445,0.020495658338625173
70715,0.022951554804148133,0.07282781705793755
144847,0.02828153602561079,0.0550217441754303
629609,0.010168086521758012,0.013517326131891464
664378,0.029080780877153656,0.04395013535947274
765722,0.005547334717579284,0.00011077601835175477
814606,0.032928060729098256,0.02298918112187846
868456,0.006090308111129203,2.0671814207463572e-05
934069,0.03004395621455673,0.0856604216028131
944310,0.06922826905084024,0.002241796372538483
31685,0.041215550078527334,0.0728333929397922
13387,0.003663858946490779,0.010626546291193468
96613,0.011453016987603938,0.016395373220407298
117490,0.0008321799792192503,0.0
147635,0.015883613341319342,0.009190833245631268
159214,0.038198950871789254,0.017771545937888055
166785,0.004192853959205926,0.0
174557,0.10004802120637507,0.04673122139273814
182900,0.03733573325446328,0.0011372395943588594
184091,0.007426232728537987,0.001047577807793554
204386,0.03289894004225782,0.007107895535160665
248798,0.003706063099250729,0.00535113540330277
285272,0.005134456629728213,0.013468779591892072
294923,0.013535915086737621,0.036283055803991916
359016,0.010642638139552386,0.005424140092308094
359966,0.00885677789762245,0.0008359831100299769
688400,0.0015832433253484255,0.00012163157943187594
791120,0.0033454222827051052,0.03870506290609025
812046,0.0023882240920820494,0.004186545474176422
816387,0.007989796831792574,0.0
855405,0.00348045267312357,0.01314637150635302
962339,0.0073403472023995005,0.0
31067,0.08821339206332139,0.027353666422642343
677781,0.06177229930855903,0.0031041956256997326
766893,0.13378341638556476,0.2072701496061187
772976,0.03280207710098856,0.022752514135958635
814898,0.01990250801580137,0.000728783014240274
15694,0.007847224914818108,0.0
13508,0.0033261099153885547,0.0
29791,0.006196803222647862,0.0
29884,0.038979466775271095,0.0070918321587229655
31556,0.0008757718930725377,0.0
36521,0.014766193763447972,0.0
79044,0.0021684635857908393,0.0
112185,0.00514444495176149,0.0
145128,0.02109236258331618,0.0
212131,0.010814596073626215,0.0
240665,0.008137493207722994,0.0026277687954593437
326249,0.015111849238243436,0.02188734591358217
575522,0.004188007764597655,0.0
793425,0.0033941475556117243,0.0
815537,0.001971884849284123,0.0
954964,0.004095715076313415,0.0
13511,0.1738538219353731,0.03225228273868979
608701,0.285510569477276,0.0
797881,0.009560772942302481,0.0
13583,0.0,0.0
21744,0.009486255577082667,0.0
103484,0.004921699983233064,0.005309717366888643
600069,0.0,0.0
774588,0.009174471652587805,0.043536645472583575
848034,0.003032652330011575,0.014844493017196932
31274,0.001905460981467196,0.0
13755,0.0,0.0
199995,0.02927395392995078,0.0
253861,0.0,0.0
404434,0.044334057370748796,0.0013297618831237523
798992,0.01905294324678057,0.00018828784988966817
140176,0.019908516030436103,0.0
14073,0.0028415261370526353,0.0
61480,0.011845787642554362,0.0
14201,0.00036193204141253646,0.002887080364974912
131581,0.03311370205800144,0.003736218659275426
162233,0.03418636291477608,0.00953756013786506
781094,0.04557706864049457,0.026345135983353658
111794,0.000569620949603335,0.0
14263,0.002940563421241265,0.0005807634125485766
161173,0.00017939240313490939,0.0
227776,0.003116452438929128,0.0
398615,0.004911304113793402,0.0
607283,0.06065033639845811,0.01051694806783177
32071,0.03777864954201572,0.0
14329,0.0,0.0
98189,0.0607321296571235,0.0
193160,0.04590253342867875,0.00028966441922708954
380704,0.0818930876417899,0.0
549797,0.44525440344120826,0.007204056620664487
747506,0.0173996614707474,0.08707200764357993
