,0,1
165,816895,6.852181967434782e-05
166,296402,6.852181967434782e-05
167,197532,6.852181967434782e-05
168,25047,6.852181967434782e-05
169,742980,6.852181967434782e-05
170,746407,6.852181967434782e-05
171,187413,6.852181967434782e-05
172,623518,6.852181967434782e-05
173,814340,6.852181967434782e-05
174,359199,6.852181967434782e-05
175,333573,6.852181967434782e-05
176,755792,6.852181967434782e-05
177,609966,6.852181967434782e-05
178,167399,6.852181967434782e-05
179,805332,6.852181967434782e-05
180,358532,6.852181967434782e-05
181,818593,6.852181967434782e-05
182,591902,6.852181967434782e-05
183,75801,6.852181967434782e-05
184,767095,6.852181967434782e-05
185,958076,6.852181967434782e-05
186,642796,6.852181967434782e-05
187,873886,6.852181967434782e-05
188,56913,6.852181967434782e-05
189,300013,6.852181967434782e-05
190,60476,6.852181967434782e-05
191,91122,6.852181967434782e-05
192,762921,6.852181967434782e-05
193,75665,6.852181967434782e-05
194,238506,6.852181967434782e-05
195,781423,6.852181967434782e-05
196,255770,6.852181967434782e-05
197,680065,6.852181967434782e-05
198,254556,6.852181967434782e-05
199,137137,6.852181967434782e-05
200,275386,6.852181967434782e-05
201,159312,6.852181967434782e-05
202,90011,6.852181967434782e-05
203,919598,6.852181967434782e-05
204,467749,6.852181967434782e-05
205,930722,6.852181967434782e-05
206,152228,6.852181967434782e-05
207,77698,6.852181967434782e-05
208,608166,6.852181967434782e-05
209,301404,6.852181967434782e-05
210,392553,6.852181967434782e-05
211,248916,6.852181967434782e-05
212,228714,6.852181967434782e-05
213,1097,6.852181967434782e-05
214,944105,6.852181967434782e-05
215,763341,6.852181967434782e-05
216,212129,6.852181967434782e-05
217,492663,6.852181967434782e-05
218,771269,6.852181967434782e-05
219,170330,6.852181967434782e-05
220,959775,6.852181967434782e-05
221,78242,6.852181967434782e-05
222,804706,6.852181967434782e-05
223,125528,6.852181967434782e-05
224,412134,6.852181967434782e-05
225,1292549,6.852181967434782e-05
226,947576,6.852181967434782e-05
227,142767,6.852181967434782e-05
228,424302,6.852181967434782e-05
229,491786,6.852181967434782e-05
230,230784,6.852181967434782e-05
231,800332,6.852181967434782e-05
232,823482,6.852181967434782e-05
233,791480,6.852181967434782e-05
234,798113,6.852181967434782e-05
235,67539,6.852181967434782e-05
236,366889,6.852181967434782e-05
237,401166,6.852181967434782e-05
238,16448,6.852181967434782e-05
239,144349,6.852181967434782e-05
240,216348,6.852181967434782e-05
241,220312,6.852181967434782e-05
242,267411,6.852181967434782e-05
243,274520,6.852181967434782e-05
244,300659,6.852181967434782e-05
245,929776,6.852181967434782e-05
246,801615,6.852181967434782e-05
247,391003,6.852181967434782e-05
248,120615,6.852181967434782e-05
249,121157,6.852181967434782e-05
250,2130,6.852181967434782e-05
251,256575,6.852181967434782e-05
252,502351,6.852181967434782e-05
253,674163,6.852181967434782e-05
254,216986,6.852181967434782e-05
255,1606776,6.852181967434782e-05
256,166383,6.852181967434782e-05
257,352294,6.852181967434782e-05
258,380259,6.852181967434782e-05
259,300035,6.852181967434782e-05
260,116087,6.852181967434782e-05
261,245133,6.852181967434782e-05
262,511029,6.852181967434782e-05
263,65094,6.852181967434782e-05
264,597875,6.852181967434782e-05
265,98278,6.852181967434782e-05
266,269390,6.852181967434782e-05
267,480472,6.852181967434782e-05
268,99198,6.852181967434782e-05
269,763551,6.852181967434782e-05
270,279097,6.852181967434782e-05
271,783909,6.852181967434782e-05
272,326096,6.852181967434782e-05
273,742166,6.852181967434782e-05
274,511773,6.852181967434782e-05
275,118128,6.852181967434782e-05
276,831708,6.852181967434782e-05
277,833631,6.852181967434782e-05
278,781399,6.852181967434782e-05
279,828740,6.852181967434782e-05
280,828756,6.852181967434782e-05
281,639789,6.852181967434782e-05
282,168993,6.852181967434782e-05
283,333447,6.852181967434782e-05
284,322279,6.852181967434782e-05
285,354189,6.852181967434782e-05
286,931567,6.852181967434782e-05
287,807068,6.852181967434782e-05
288,59699,6.852181967434782e-05
289,40695,6.852181967434782e-05
290,369389,6.852181967434782e-05
291,51740,6.852181967434782e-05
292,293897,6.852181967434782e-05
293,795841,6.852181967434782e-05
294,11028,6.852181967434782e-05
295,108446,6.852181967434782e-05
296,199090,6.852181967434782e-05
297,96142,6.852181967434782e-05
298,38291,6.852181967434782e-05
299,91879,6.852181967434782e-05
300,108554,6.852181967434782e-05
301,803752,6.852181967434782e-05
302,77306,6.852181967434782e-05
303,144538,6.852181967434782e-05
304,29609,6.852181967434782e-05
305,194380,6.852181967434782e-05
306,468632,6.852181967434782e-05
307,822874,6.852181967434782e-05
308,268161,6.852181967434782e-05
309,741731,6.852181967434782e-05
310,783025,6.852181967434782e-05
311,288830,6.852181967434782e-05
312,216212,6.852181967434782e-05
313,921384,6.852181967434782e-05
314,583723,6.852181967434782e-05
315,818366,6.852181967434782e-05
316,82639,6.852181967434782e-05
317,894664,6.852181967434782e-05
318,577261,6.852181967434782e-05
319,843106,6.852181967434782e-05
320,169578,6.852181967434782e-05
321,685031,6.852181967434782e-05
322,642427,6.852181967434782e-05
323,765773,6.852181967434782e-05
324,130402,6.852181967434782e-05
325,403454,6.852181967434782e-05
326,132940,6.852181967434782e-05
327,163835,6.852181967434782e-05
328,1839912,6.852181967434782e-05
329,333181,6.852181967434782e-05
330,406898,6.852181967434782e-05
331,806991,6.852181967434782e-05
332,104314,6.852181967434782e-05
333,147294,6.852181967434782e-05
334,199369,6.852181967434782e-05
335,850161,6.852181967434782e-05
336,16361,6.852181967434782e-05
337,354631,6.852181967434782e-05
338,170228,6.852181967434782e-05
339,740576,6.852181967434782e-05
340,48622,6.852181967434782e-05
341,158717,6.852181967434782e-05
342,802791,6.852181967434782e-05
343,496370,6.852181967434782e-05
344,52736,6.852181967434782e-05
345,106514,6.852181967434782e-05
346,132095,6.852181967434782e-05
347,1518379,6.852181967434782e-05
348,921598,6.852181967434782e-05
349,883345,6.852181967434782e-05
350,104147,6.852181967434782e-05
351,409337,6.852181967434782e-05
352,421122,6.852181967434782e-05
353,490769,6.852181967434782e-05
354,796957,6.852181967434782e-05
355,639621,6.852181967434782e-05
356,778959,6.852181967434782e-05
357,952834,6.852181967434782e-05
358,806822,6.852181967434782e-05
359,159406,6.852181967434782e-05
360,606043,6.852181967434782e-05
361,145543,6.852181967434782e-05
362,1777836,6.852181967434782e-05
363,26350,6.852181967434782e-05
364,920117,6.852181967434782e-05
365,694411,6.852181967434782e-05
366,74857,6.852181967434782e-05
367,840289,6.852181967434782e-05
368,961152,6.852181967434782e-05
369,617536,6.852181967434782e-05
370,71373,6.852181967434782e-05
371,297839,6.852181967434782e-05
372,502989,6.852181967434782e-05
373,1163,6.852181967434782e-05
374,98819,6.852181967434782e-05
375,368578,6.852181967434782e-05
376,789514,6.852181967434782e-05
377,932299,6.852181967434782e-05
378,1016154,6.852181967434782e-05
379,782631,6.852181967434782e-05
380,657329,6.852181967434782e-05
381,414291,6.852181967434782e-05
382,487012,6.852181967434782e-05
383,955009,6.852181967434782e-05
384,414506,6.852181967434782e-05
385,69520,6.852181967434782e-05
386,811598,6.852181967434782e-05
387,601421,6.852181967434782e-05
388,178135,6.852181967434782e-05
389,122037,6.852181967434782e-05
390,731975,6.852181967434782e-05
391,949211,6.852181967434782e-05
392,492521,6.852181967434782e-05
393,140553,6.852181967434782e-05
394,459027,6.852181967434782e-05
395,890724,6.852181967434782e-05
396,151666,6.852181967434782e-05
397,931231,6.852181967434782e-05
398,479548,6.852181967434782e-05
399,758920,6.852181967434782e-05
400,919928,6.852181967434782e-05
401,135059,6.852181967434782e-05
402,812101,6.852181967434782e-05
403,1536402,6.852181967434782e-05
404,103447,6.852181967434782e-05
405,186545,6.852181967434782e-05
406,412393,6.852181967434782e-05
407,919853,6.852181967434782e-05
408,85806,6.852181967434782e-05
409,143559,6.852181967434782e-05
410,47401,6.852181967434782e-05
411,667622,6.852181967434782e-05
412,1913210,6.852181967434782e-05
413,299840,6.852181967434782e-05
414,787696,6.852181967434782e-05
415,825032,6.852181967434782e-05
416,424928,6.852181967434782e-05
417,68898,6.852181967434782e-05
418,109367,6.852181967434782e-05
419,297849,6.852181967434782e-05
420,528895,6.852181967434782e-05
421,11970,6.852181967434782e-05
422,552576,6.852181967434782e-05
423,802264,6.852181967434782e-05
424,299567,6.852181967434782e-05
425,1312035,6.852181967434782e-05
426,202344,6.852181967434782e-05
427,769523,6.852181967434782e-05
428,1811373,6.852181967434782e-05
429,286866,6.852181967434782e-05
430,987481,6.852181967434782e-05
431,46214,6.852181967434782e-05
432,290414,6.852181967434782e-05
433,107247,6.852181967434782e-05
434,841950,6.852181967434782e-05
435,896817,6.852181967434782e-05
436,869487,6.852181967434782e-05
437,189641,6.852181967434782e-05
438,955647,6.852181967434782e-05
439,451183,6.852181967434782e-05
440,30664,6.852181967434782e-05
441,1950198,6.852181967434782e-05
442,819946,6.852181967434782e-05
443,277977,6.852181967434782e-05
444,201667,6.852181967434782e-05
445,953875,6.852181967434782e-05
446,382734,6.852181967434782e-05
447,618230,6.852181967434782e-05
448,50520,6.852181967434782e-05
449,48757,6.852181967434782e-05
450,308625,6.852181967434782e-05
451,309068,6.852181967434782e-05
452,591620,6.852181967434782e-05
453,674600,6.852181967434782e-05
454,196370,6.852181967434782e-05
455,200448,6.852181967434782e-05
456,24113,6.852181967434782e-05
457,160428,6.852181967434782e-05
458,199229,6.852181967434782e-05
459,28619,6.852181967434782e-05
460,349180,6.852181967434782e-05
461,720786,6.852181967434782e-05
462,38100,6.852181967434782e-05
463,331473,6.852181967434782e-05
464,86750,6.852181967434782e-05
465,892586,6.852181967434782e-05
466,568622,6.852181967434782e-05
467,769388,6.852181967434782e-05
468,66276,6.852181967434782e-05
469,104741,6.852181967434782e-05
470,476645,6.852181967434782e-05
471,213273,6.852181967434782e-05
472,147481,6.852181967434782e-05
473,340364,6.852181967434782e-05
474,358055,6.852181967434782e-05
475,5366,6.852181967434782e-05
476,247004,6.852181967434782e-05
477,248885,6.852181967434782e-05
478,267435,6.852181967434782e-05
479,335937,6.852181967434782e-05
480,761478,6.852181967434782e-05
481,337015,6.852181967434782e-05
482,85445,6.852181967434782e-05
483,194578,6.852181967434782e-05
484,243777,6.852181967434782e-05
485,11620,6.852181967434782e-05
486,120067,6.852181967434782e-05
487,362922,6.852181967434782e-05
488,762618,6.852181967434782e-05
489,276592,6.852181967434782e-05
490,565521,6.852181967434782e-05
491,138560,6.852181967434782e-05
492,748088,6.852181967434782e-05
493,754767,6.852181967434782e-05
494,292876,6.852181967434782e-05
495,125569,6.852181967434782e-05
496,36975,6.852181967434782e-05
497,251474,6.852181967434782e-05
498,332641,6.852181967434782e-05
499,663424,6.852181967434782e-05
500,656420,6.852181967434782e-05
501,178371,6.852181967434782e-05
502,812480,6.852181967434782e-05
503,595559,6.852181967434782e-05
504,518252,6.852181967434782e-05
505,630603,6.852181967434782e-05
506,212810,6.852181967434782e-05
507,17060,6.852181967434782e-05
508,206658,6.852181967434782e-05
509,159410,6.852181967434782e-05
510,778656,6.852181967434782e-05
511,934243,6.852181967434782e-05
512,146088,6.852181967434782e-05
513,579823,6.852181967434782e-05
514,209517,6.852181967434782e-05
515,866271,6.852181967434782e-05
516,777009,6.852181967434782e-05
517,508391,6.852181967434782e-05
518,1426748,6.852181967434782e-05
519,840708,6.852181967434782e-05
520,923063,6.852181967434782e-05
521,2717459,6.852181967434782e-05
522,124825,6.852181967434782e-05
523,39828,6.852181967434782e-05
524,710448,6.852181967434782e-05
525,1589051,6.852181967434782e-05
526,151988,6.852181967434782e-05
527,540139,6.852181967434782e-05
528,868063,6.852181967434782e-05
529,631275,6.852181967434782e-05
530,184677,6.852181967434782e-05
531,791609,6.852181967434782e-05
532,639748,6.852181967434782e-05
533,3214680,6.852181967434782e-05
534,331400,6.852181967434782e-05
535,2450537,6.852181967434782e-05
536,2995948,6.852181967434782e-05
537,2397780,6.852181967434782e-05
538,572508,6.852181967434782e-05
539,325727,6.852181967434782e-05
540,2063135,6.852181967434782e-05
541,1717415,6.852181967434782e-05
542,115554,6.852181967434782e-05
543,1055021,6.852181967434782e-05
544,822089,6.852181967434782e-05
545,3161008,6.852181967434782e-05
546,178301,6.852181967434782e-05
547,1507678,6.852181967434782e-05
548,2412330,6.852181967434782e-05
549,284939,6.852181967434782e-05
550,1391526,6.852181967434782e-05
551,2385504,6.852181967434782e-05
552,2659130,6.852181967434782e-05
553,3006966,6.852181967434782e-05
554,261309,6.852181967434782e-05
555,2518003,6.852181967434782e-05
556,2896351,6.852181967434782e-05
557,253861,6.888304629537579e-05
558,520975,6.888304629537579e-05
559,99888,6.888304629537579e-05
560,98467,6.888304629537579e-05
561,391285,6.888304629537579e-05
562,109012,6.888304629537579e-05
563,746182,6.888304629537579e-05
564,167296,6.888304629537579e-05
565,486115,6.888304629537579e-05
566,1019633,6.888304629537579e-05
567,1032454,6.888304629537579e-05
568,163577,6.89145798714806e-05
569,523661,6.89145798714806e-05
570,1061504,6.89145798714806e-05
571,133528,6.911739208759237e-05
572,12877,6.914111239789586e-05
573,1620705,6.924318486712394e-05
574,115079,6.92648074201544e-05
575,129591,6.92648074201544e-05
576,246628,6.928517240843005e-05
577,604924,6.928517240843005e-05
578,259529,6.928566202037421e-05
579,96804,6.934110693123891e-05
580,769616,6.935178585608753e-05
581,827367,6.935178585608753e-05
582,668448,6.936380665657623e-05
583,145086,6.937005173480909e-05
584,25394,6.937069108624774e-05
585,318966,6.937069108624774e-05
586,454240,6.937457802226593e-05
587,353145,6.93804142633694e-05
588,837150,6.93804142633694e-05
589,27102,6.945976395686106e-05
590,29604,6.946775889858547e-05
591,171994,6.950233901892383e-05
592,483848,6.96574884696033e-05
593,793898,6.96574884696033e-05
594,937397,6.972151481510998e-05
595,80609,6.977605529940387e-05
596,389979,6.97932667678225e-05
597,269172,6.97932667678225e-05
598,14959,6.979603358495512e-05
599,309839,6.984273442668872e-05
600,31022,6.986247759067198e-05
601,805930,6.988366835921245e-05
602,28015,6.988366835921245e-05
603,317093,6.98951814584137e-05
604,763554,6.98951814584137e-05
605,66228,6.98951814584137e-05
606,960674,6.98951814584137e-05
607,138837,6.98951814584137e-05
608,32193,6.989557101678237e-05
609,683065,6.989557101678237e-05
610,173007,6.991935550113047e-05
611,4955,6.995476433801875e-05
612,2006721,6.996039965478694e-05
613,787960,6.996362301491127e-05
614,216586,6.996362301491127e-05
615,623985,7.002260288969525e-05
616,135024,7.002357270310476e-05
617,364861,7.002357270310476e-05
618,406575,7.00914169275852e-05
619,18862,7.009411705321182e-05
620,24139,7.009477360189412e-05
621,228889,7.017192100901233e-05
622,186481,7.019615416506903e-05
623,28316,7.02491164126274e-05
624,1482685,7.027045788713655e-05
625,3361526,7.027045788713655e-05
626,1781875,7.028833121391514e-05
627,196544,7.032817697200452e-05
628,133832,7.036893186255499e-05
629,670641,7.036893186255499e-05
630,667020,7.038850009874944e-05
631,692251,7.03893188372495e-05
632,515600,7.04264434088817e-05
633,672411,7.044930653879323e-05
634,491565,7.047024216701575e-05
635,101628,7.0479240772457e-05
636,784527,7.052351965818729e-05
637,74340,7.052351965818729e-05
638,204968,7.052351965818729e-05
639,674310,7.052351965818729e-05
640,202187,7.052351965818729e-05
641,828507,7.052351965818729e-05
642,395819,7.05380719429916e-05
643,943649,7.054204223675156e-05
644,887718,7.0563740717129e-05
645,158765,7.058055182757893e-05
646,137980,7.058789673081172e-05
647,768737,7.058789673081172e-05
648,150181,7.06153208418462e-05
649,140176,7.067629922570668e-05
650,753985,7.067629922570668e-05
651,128249,7.067629922570668e-05
652,580485,7.068901279824335e-05
653,190531,7.068901279824335e-05
654,827250,7.06958921207954e-05
655,641111,7.06958921207954e-05
656,919846,7.07200159505915e-05
657,3449693,7.07200159505915e-05
658,543169,7.07485029864299e-05
659,889276,7.07566827969916e-05
660,290040,7.076083261577882e-05
661,2043318,7.076948768114406e-05
662,840215,7.078323274557633e-05
663,487219,7.078945953068883e-05
664,646260,7.081638136282939e-05
665,919717,7.084338048667129e-05
666,761109,7.086854210611828e-05
667,16227,7.0920256951107e-05
668,130036,7.09371164857797e-05
669,255051,7.09387478818808e-05
670,660401,7.094091767304103e-05
671,1435165,7.09555936557262e-05
672,32045,7.09666581743162e-05
673,121459,7.101246914670963e-05
674,240009,7.101996940579677e-05
675,607967,7.105094250964851e-05
676,681718,7.10556076898754e-05
677,170690,7.106580364181919e-05
678,272567,7.106580364181919e-05
679,110104,7.109152970608675e-05
680,57488,7.114346861224465e-05
681,46184,7.114346861224465e-05
682,640675,7.114769188828748e-05
683,503668,7.118046530738001e-05
684,820999,7.119597664942274e-05
685,662800,7.121648576912327e-05
686,198901,7.121648576912327e-05
687,633080,7.124334700540597e-05
688,235881,7.128120418599508e-05
689,641450,7.12812041859951e-05
690,334054,7.128148357213498e-05
691,129430,7.135179328239176e-05
692,809058,7.13563325955901e-05
693,327130,7.138391006839344e-05
694,397156,7.138391006839344e-05
695,6563,7.138745635710914e-05
696,179335,7.141272960292955e-05
697,53606,7.144759904689286e-05
698,144629,7.146704805758844e-05
699,558339,7.147697239234905e-05
700,934801,7.151029045368275e-05
701,178645,7.152116832068224e-05
702,585210,7.152116832068224e-05
703,958839,7.157897961860767e-05
704,193160,7.160855384899821e-05
705,301955,7.161237063645687e-05
706,126903,7.161276019482554e-05
707,43348,7.161839300930238e-05
708,77963,7.16861077004669e-05
709,750519,7.168703002270686e-05
710,777466,7.16882660233387e-05
711,84886,7.175853652731143e-05
712,803757,7.175924892469611e-05
713,678408,7.176646768933763e-05
714,119111,7.176646768933763e-05
715,794401,7.176831889110227e-05
716,665944,7.179649722224061e-05
717,36934,7.179939428172888e-05
718,101776,7.184112820275462e-05
719,842379,7.186010421805046e-05
720,59503,7.186177716651705e-05
721,59949,7.186177716651705e-05
722,450700,7.188147986567774e-05
723,395633,7.188147986567774e-05
724,546735,7.188147986567774e-05
725,82831,7.190731095827106e-05
726,209773,7.192105548496994e-05
727,159791,7.192105548496994e-05
728,517796,7.192481385414969e-05
729,69402,7.20129980632003e-05
730,921554,7.202021286347875e-05
731,75329,7.202319343718749e-05
732,808155,7.202319343718749e-05
733,1084430,7.20265695370197e-05
734,57497,7.20294722467034e-05
735,251210,7.20499265963253e-05
736,549797,7.207508035814485e-05
737,896309,7.215176102867554e-05
738,185810,7.216019410967572e-05
739,118853,7.221538060613827e-05
740,200322,7.221538060613827e-05
741,342691,7.22427064867057e-05
742,185617,7.225836448924286e-05
743,73553,7.225846916381472e-05
744,371879,7.229011697589104e-05
745,1176481,7.235525399232729e-05
746,3539434,7.236630663086881e-05
747,367156,7.23725213018257e-05
748,225754,7.241990427226675e-05
749,28918,7.242610154493576e-05
750,172770,7.242794477395603e-05
751,220024,7.243007159399834e-05
752,741692,7.243007159399834e-05
753,821252,7.243025324872764e-05
754,950777,7.243025324872764e-05
755,376888,7.243916542588508e-05
756,763831,7.245213586482005e-05
757,825168,7.246155677951198e-05
758,178621,7.250148808016346e-05
759,360956,7.250806198067322e-05
760,767129,7.252532966188289e-05
761,788937,7.253669255531819e-05
762,3637248,7.25378874900137e-05
763,1598199,7.253895555318019e-05
764,2401289,7.254167368688051e-05
765,32409,7.255577740108516e-05
766,825208,7.256226479915529e-05
767,753094,7.256226479915529e-05
768,1393658,7.258153518022298e-05
769,287604,7.259221057995721e-05
770,620759,7.26004694137854e-05
771,674937,7.261202903949385e-05
772,527024,7.261619560733252e-05
773,399437,7.263297506850062e-05
774,616979,7.263297506850062e-05
775,517264,7.263839654241913e-05
776,611877,7.264355166916065e-05
777,492670,7.264355166916065e-05
778,65620,7.264355166916065e-05
779,603980,7.264355166916065e-05
780,188467,7.265994296394031e-05
781,813463,7.265994296394031e-05
782,1459978,7.266378722895423e-05
783,213590,7.26808305948983e-05
784,253296,7.269894676871063e-05
785,650525,7.269894676871063e-05
786,108774,7.27093471610701e-05
787,566984,7.271064857841697e-05
788,25778,7.271734315293066e-05
789,509524,7.271861306494471e-05
790,524634,7.275248868916267e-05
791,453908,7.27702979683276e-05
792,820596,7.277861862623903e-05
793,689836,7.279810992277938e-05
794,798662,7.281479261945576e-05
795,786080,7.283383641344393e-05
796,195634,7.288244299909734e-05
797,197040,7.290834776142433e-05
798,502806,7.296241157648963e-05
799,57188,7.296832415181953e-05
800,3829,7.306750362565866e-05
801,770628,7.308429157329897e-05
802,51736,7.309100906009136e-05
803,44998,7.309646855895767e-05
804,37197,7.310099081579629e-05
805,800492,7.310099081579629e-05
806,208404,7.312831637420226e-05
807,44290,7.312831637420226e-05
808,19029,7.313275654291041e-05
809,246022,7.316871809409652e-05
810,299429,7.317385356650171e-05
811,859509,7.317467631841674e-05
812,480984,7.320533184849405e-05
813,72109,7.32155805687647e-05
814,41420,7.325654281700561e-05
815,35864,7.328564748723745e-05
816,204714,7.330525254496188e-05
817,98189,7.332643514429921e-05
818,786228,7.33443584392892e-05
819,120487,7.334981084610107e-05
820,276085,7.335544339907232e-05
821,772191,7.34917837296219e-05
822,2444397,7.350376021316801e-05
823,166767,7.357211849633958e-05
824,128585,7.361291643292091e-05
825,928942,7.362646929854012e-05
826,33995,7.364471260375438e-05
827,755030,7.365325705186323e-05
828,768455,7.365794312140395e-05
829,256974,7.365893756237698e-05
830,306851,7.36684323291287e-05
831,781172,7.367653600283903e-05
832,82584,7.368745257971601e-05
833,535892,7.368898107742656e-05
834,583843,7.370929730170899e-05
835,314346,7.374885952629692e-05
836,141256,7.376244031085181e-05
837,754219,7.384506025005456e-05
838,367417,7.387004359221321e-05
839,22602,7.390889903993474e-05
840,827760,7.392756094221894e-05
841,100496,7.39499371299935e-05
842,681956,7.397379911282171e-05
843,189701,7.40184464393965e-05
844,3486253,7.406285732678659e-05
845,3145947,7.410099155085175e-05
846,748933,7.41010813234953e-05
847,2800003,7.416515165117375e-05
848,1213943,7.418762320504242e-05
849,57923,7.419676478829494e-05
850,852405,7.420493115941276e-05
851,810912,7.421099085635653e-05
852,320470,7.421669449682384e-05
853,759187,7.421669449682384e-05
854,2406958,7.421669449682384e-05
855,48908,7.42192078580233e-05
856,6855,7.42457836011584e-05
857,779209,7.42457836011584e-05
858,164750,7.424916659804935e-05
859,612095,7.425573762299941e-05
860,778526,7.433837566574171e-05
861,515641,7.433943907986029e-05
862,97949,7.434442150902184e-05
863,421315,7.436915320373207e-05
864,86826,7.437465328360853e-05
865,579234,7.437929993006225e-05
866,64199,7.442186870143544e-05
867,89071,7.446600100800007e-05
868,354609,7.446600100800007e-05
869,838241,7.448266560275824e-05
